,t,distance,speed,kinetic energy,momentum
379,15.2,12.865320011136362,36.883911512109236,849.6877759999999,36.883911512109236
380,15.24,12.171870544214048,33.178838668862156,684.072224,33.178838668862156
381,15.28,12.44727672736992,34.39109165491176,769.8168959999999,34.39109165491176
382,15.32,12.603661169344663,39.519628714167666,915.4793600000002,39.519628714167666
383,15.36,12.550107262155372,32.71918447973811,705.5808319999998,32.71918447973811
384,15.4,12.05056787956666,38.494224699107825,863.9565120000001,38.494224699107825
385,15.44,12.15900128604675,34.40067785577405,790.9531519999999,34.40067785577405
386,15.48,12.105601375275878,38.66466910680631,921.467776,38.66466910680631
387,15.52,12.126524484170613,32.821117521063535,659.3870399999998,32.821117521063535
388,15.56,11.949102473345617,30.50411428090136,718.480064,30.50411428090136
389,15.6,11.723489816082528,36.21562462457421,835.637536,36.21562462457421
390,15.64,11.752327822756657,28.732212698782636,573.7479360000001,28.732212698782636
391,15.68,11.645895719737032,28.149557111462535,594.64096,28.149557111462535
392,15.72,11.03560368334797,28.62742227703892,608.42448,28.62742227703892
393,15.76,11.557048384699451,33.398164373868056,768.92192,33.398164373868056
394,15.8,12.052131897091767,37.87555005823801,840.742496,37.87555005823801
395,15.84,10.91750812114461,33.755509691249856,754.6393600000001,33.755509691249856
396,15.88,12.005285103858537,31.778718955132398,690.896832,31.778718955132398
397,15.92,11.737125792155444,33.13658253140622,734.7129279999999,33.13658253140622
398,15.96,11.354273729892896,35.01956442048888,795.2885120000001,35.01956442048888
399,16.0,12.024608124607434,36.546714452387235,849.083296,36.546714452387235
